Year,Fatigue_Avg
2006,0.4998443681346654
2007,0.4285695681525511
2008,0.47788319418180014
2009,0.4922296799045752
2010,0.41502320263655296
2011,0.3924892989239772
2012,0.47333261245078895
2013,0.4082573263840574
2014,0.3967031575559024
2015,0.5299528133120474
2016,0.39156855925319806
2017,0.43233972474474597
2018,0.5009839140944005
2020,0.35639132469309
2021,0.34548577295022787
2023,0.33375265702321644
2024,0.3595496804904345
2025,0.3372982777291765
