Year,Game_ID,Period,L_FGA,L_FTA,L_TOV,T_FGA,T_FTA,T_TOV,Timeouts
2015,41400113,3,6,1,1,21,1,4,"368,562"
2015,41400113,4,6,2,1,20,4,1,"183,388,536,648,694"
2015,41400114,1,4,2,0,22,8,0,"98,398"
2015,41400114,2,8,6,2,21,13,3,"198,324,425,578"
2015,41400114,3,7,0,1,20,6,2,"355,576"
2015,41400114,4,5,2,3,15,16,3,"180,357,553,650,660,672,697"
2015,41400211,1,4,0,1,20,5,1,"251,557"
2015,41400211,2,7,0,1,21,5,2,"200,344,627,666"
2015,41400211,3,6,2,2,19,4,4,"286,490,558"
2015,41400211,4,5,0,2,21,5,2,"183,399,592,690,711"
2015,41400212,1,7,5,1,20,9,3,"274,589"
2015,41400212,2,11,0,0,27,4,0,"268,407,524,673"
2015,41400212,3,9,0,1,19,5,4,"242,569"
2015,41400212,4,2,4,0,17,11,1,"193,368,444"
2015,41400213,1,5,2,2,21,2,3,"357,560"
2015,41400213,2,9,2,2,21,4,3,"189,414,561,692"
2015,41400213,3,5,3,1,21,7,2,"269,412,553"
2015,41400213,4,6,4,2,19,6,3,"215,301,585,668,679,687,717"
2015,41400214,1,8,0,4,21,2,6,"369,517"
2015,41400214,2,5,2,0,17,14,2,"171,351,565,699"
2015,41400214,3,9,0,1,20,2,3,"362,504"
2015,41400214,4,8,2,3,17,6,4,"186,321,477,647,679,699,702"
2015,41400215,1,4,2,0,22,2,3,"147,583"
2015,41400215,2,8,3,0,21,6,2,"198,367,543"
2015,41400215,3,6,3,0,20,4,3,"143,372"
2015,41400215,4,6,4,0,16,13,3,"205,386,584,672,704,711"
2015,41400216,1,7,0,1,21,10,1,"247,545"
2015,41400216,2,4,0,2,19,5,5,"133,401,449,639"
2015,41400216,3,8,0,0,23,0,1,"407,535"
2015,41400216,4,4,2,1,16,5,4,"169,288,584"
2015,41400301,1,3,0,1,23,3,6,"385,545"
2015,41400301,2,9,0,1,21,1,3,"238,476,618,710"
2015,41400301,3,5,4,1,21,6,2,"206,460,493"
2015,41400301,4,9,4,1,19,10,1,"93,201,421,673,700"
2015,41400302,1,6,4,2,18,7,4,"312,545"
2015,41400302,2,4,0,0,18,8,3,"198,373,593"
2015,41400302,3,8,3,2,20,7,4,"205,453"
2015,41400302,4,4,4,0,20,4,1,"17,201,427,590"
2015,41400303,1,9,0,0,27,6,2,"281,539"
2015,41400303,2,7,4,1,20,10,3,"190,398,549,718"
2015,41400303,3,11,2,1,25,4,1,"315,577"
2015,41400303,4,5,4,3,16,8,6,"233,384,522,622,703"
2015,41400303,5,5,0,1,9,1,1,"145,264,288"
2015,41400304,1,6,2,0,24,3,3,"151,493"
2015,41400304,2,8,0,1,23,5,2,"216,365,501"
2015,41400304,3,6,2,0,22,12,3,"322,524,664"
2015,41400304,4,0,0,0,18,10,2,"211,360,599"
2015,41400401,1,9,4,1,23,8,3,"316,545"
2015,41400401,2,7,2,0,21,2,1,"183,334,467,702,717"
2015,41400401,3,9,4,1,20,6,3,"203,555"
2015,41400401,4,9,0,0,21,3,1,"193,331,547,644,689,696"
2015,41400401,5,4,0,2,9,0,3,"178,224"
2015,41400402,1,10,0,1,24,4,2,"381,528,697"
2015,41400402,2,3,6,2,17,12,4,"290,336,549,685"
2015,41400402,3,10,2,0,21,6,5,"308,586"
2015,41400402,4,8,6,0,19,12,2,"196,373,527,565,682,713"
2015,41400402,5,4,4,0,9,6,0,"103,187,229,271,290"
2015,41400403,1,10,0,2,23,1,3,"270,427"
2015,41400403,2,7,2,0,19,6,3,"157,389,556,705"
2015,41400403,3,9,2,0,18,2,3,"120,439"
2015,41400403,4,8,8,2,16,15,5,"128,330,489,620,669,691,693,702"
2015,41400404,1,5,0,1,24,0,2,"137,483"
2015,41400404,2,7,4,0,22,10,1,"140,378,447,544"
2015,41400404,3,8,6,0,24,8,3,"227,417,539"
2015,41400404,4,2,0,1,18,10,3,"108,369,534,592"
2015,41400405,1,7,2,1,21,4,4,"291,554"
2015,41400405,2,8,3,0,20,7,1,"196,365,384,569,717"
2015,41400405,3,6,2,1,19,6,2,"288,536"
2015,41400405,4,13,2,0,21,4,3,"157,313,557,598,602"
2015,41400406,1,6,0,2,15,6,6,"387,618"
2015,41400406,2,8,4,1,19,15,4,"184,429,503"
2015,41400406,3,7,4,2,20,8,4,"227,409,563,717"
2015,41400406,4,12,0,1,28,10,2,"107,350,464,610,665,684"
2016,41500101,1,7,0,0,24,0,1,"323,572"
2016,41500101,2,4,0,0,26,6,0,"238,353,600,671"
2016,41500101,3,3,0,0,23,0,1,"309,560"
2016,41500101,4,3,4,1,16,15,2,"56,157,332,565,685,709"
2016,41500102,1,3,0,1,20,0,3,"314,607"
2016,41500102,2,8,0,0,22,1,3,"61,215,374,549"
2016,41500102,3,4,0,3,21,4,3,"96,433,648"
2016,41500102,4,3,3,1,17,9,3,"91,256,481,543,619,647"
2016,41500103,1,6,0,1,19,4,3,"419,579"
2016,41500103,2,5,2,1,19,4,2,"189,318,568"
2016,41500103,3,6,0,1,25,2,1,"343,427"
2016,41500103,4,7,3,2,17,5,4,"199,341,552,652,675,677,687,700"
2016,41500104,1,5,1,0,23,9,1,"165,426"
2016,41500104,2,5,2,1,21,2,1,"197,374,572"
2016,41500104,3,4,0,0,22,4,2,"176,463"
2016,41500104,4,5,0,1,20,2,1,"176,360,448,601,642,678,688"
2016,41500201,1,4,0,0,24,2,0,"259,431"
2016,41500201,2,6,0,1,21,0,1,"211,429,533,713"
2016,41500201,3,5,0,1,21,2,4,"133,424,548"
2016,41500201,4,6,1,2,17,17,3,"189,397,510,620,655"
2016,41500202,1,4,0,1,25,6,3,"330,534,547"
2016,41500202,2,5,2,0,23,4,1,"177,401,536"
2016,41500202,3,6,7,1,21,13,1,"273,556,627"
2016,41500202,4,0,0,0,18,0,3,"194,364,501"
2016,41500203,1,4,2,2,21,8,5,"97,319,477"
2016,41500203,2,5,0,1,24,4,6,"220,342,488"
2016,41500203,3,3,3,2,19,9,7,"191,355"
2016,41500203,4,4,4,0,21,6,0,"202,364,534,636"
2016,41500204,1,5,1,3,22,3,5,"149,349"
2016,41500204,2,2,0,0,20,6,3,"234,389,454"
2016,41500204,3,7,2,1,23,4,2,"194,473"
2016,41500204,4,9,0,2,23,0,5,"51,145,512,629,644,667,681"
2016,41500301,1,4,0,1,19,6,3,"319,518"
2016,41500301,2,3,1,1,17,12,3,"82,307,542,677"
2016,41500301,3,6,3,2,19,9,5,"77,384"
2016,41500301,4,0,0,0,19,6,5,"183,381,610"
2016,41500302,1,1,4,1,18,6,1,"333,531"
2016,41500302,2,6,9,0,22,15,2,"163,365,565,686,701"
2016,41500302,3,4,2,1,17,14,5,"193,279"
2016,41500302,4,2,2,0,19,2,1,"251,419,521"
2016,41500303,1,6,0,0,22,4,0,"260,615"
2016,41500303,2,4,2,1,21,4,1,"195,403,471"
2016,41500303,3,6,3,1,23,3,3,"379,464,560"
2016,41500303,4,1,2,0,13,5,5,"234,364,502,622"
2016,41500304,1,2,2,0,23,3,1,"277,452"
2016,41500304,2,7,2,0,18,4,4,"184,380,447,677"
2016,41500304,3,3,0,0,21,0,4,"112,481,617"
2016,41500304,4,4,2,1,21,2,1,"105,320,544,678,698,716"
2016,41500305,1,5,0,0,22,4,1,"242,459,657"
2016,41500305,2,7,1,0,18,8,4,"205,382,540,706"
2016,41500305,3,5,2,2,20,12,4,"395,553"
2016,41500305,4,0,0,0,17,0,7,"182,388,584"
2016,41500306,1,6,3,2,18,9,4,"333,458"
2016,41500306,2,9,0,1,20,2,4,"188,292,372,463,556"
2016,41500306,3,4,0,0,19,4,1,"368,545"
2016,41500306,4,3,4,0,17,6,1,"202,307,451"
2016,41500401,1,5,0,0,20,2,3,"274,370,614"
2016,41500401,2,4,4,1,22,9,4,"179,282,614"
2016,41500401,3,7,0,1,24,4,3,"123,237"
2016,41500401,4,5,0,2,18,5,5,"50,206,377,437,576,628"
2016,41500402,1,5,0,1,25,6,1,"366,543"
2016,41500402,2,7,4,3,20,6,4,"82,144,411,504"
2016,41500402,3,5,0,3,15,2,7,"115,362,432"
2016,41500402,4,0,0,0,19,10,5,"108,292,590"
2016,41500403,1,4,0,1,22,0,3,"150,462"
2016,41500403,2,10,2,1,27,5,3,"100,304,371,551"
2016,41500403,3,6,2,2,20,6,4,"167,371,526"
2016,41500403,4,6,1,1,23,6,3,"207,367,442"
2016,41500404,1,2,0,1,22,6,1,"294,574"
2016,41500404,2,4,2,3,21,9,3,"222,361,463"
2016,41500404,3,6,0,1,17,5,3,"229,473,576"
2016,41500404,4,9,2,2,21,6,4,"177,364,467,611,666,675,676"
2016,41500405,1,7,4,1,20,9,8,"204,528,616,711"
2016,41500405,2,11,1,0,27,1,3,"74,411,495"
2016,41500405,3,5,2,0,18,11,3,"113,489"
2016,41500405,4,7,1,1,19,2,2,"57,270,439,585,608"
2016,41500406,1,5,2,0,21,8,0,"189,487"
2016,41500406,2,5,0,1,15,11,4,"186,378,440,522,582"
2016,41500406,3,8,2,0,20,6,4,"307,442"
2016,41500406,4,9,4,0,21,7,2,"79,300,448"
2016,41500407,1,5,2,3,21,6,4,"302,571"
2016,41500407,2,6,1,1,21,5,4,"216,377,481,573"
2016,41500407,3,5,2,0,21,9,1,"187,262,447,604"
2016,41500407,4,8,5,1,19,5,2,"175,344,550,651,710"
2017,41600111,1,2,2,2,20,9,4,"383,517,638"
2017,41600111,2,4,3,0,21,10,2,"184,369,546"
2017,41600111,3,7,0,1,19,2,4,"345,506,589"
2017,41600111,4,7,4,0,19,6,1,"176,247,454,643,700"
2017,41600112,1,5,0,2,21,3,6,"179,551"
2017,41600112,2,5,4,4,19,4,5,"200,413,580"
2017,41600112,3,4,0,2,18,8,4,"95,437,658"
2017,41600112,4,6,2,0,18,8,3,"112,383,526,550,691,702,703"
2017,41600113,1,4,0,1,25,2,5,"364,558"
2017,41600113,2,7,2,2,24,4,3,"212,366,520,715"
2017,41600113,3,7,4,0,22,9,0,"250,444"
2017,41600113,4,9,8,0,16,15,0,"156,284,425,550,666,671,684,703"
2017,41600114,1,6,3,2,23,5,4,"362,555,635"
2017,41600114,2,9,3,0,23,10,1,"245,413,582,605"
2017,41600114,3,4,0,2,23,5,5,"221,434"
2017,41600114,4,6,3,0,21,7,3,"185,334,463,545,629,701"
2017,41600211,1,4,0,0,21,5,3,"168,442"
2017,41600211,2,7,3,0,31,5,0,"164,293,362,546,684"
2017,41600211,3,5,5,0,18,15,1,"151,364"
2017,41600211,4,7,0,3,16,4,8,"96,347,522"
2017,41600212,1,2,2,2,17,6,6,"366,566"
2017,41600212,2,7,6,1,21,6,4,"135,271,488,554,682"
2017,41600212,3,5,8,0,19,16,2,"27,188,379,560"
2017,41600212,4,0,5,0,18,6,4,"186,411,620"
2017,41600213,1,4,2,2,19,7,4,"351,529"
2017,41600213,2,5,4,2,22,4,4,"222,363,555"
2017,41600213,3,5,2,0,21,6,3,"345,541"
2017,41600213,4,2,8,1,14,11,5,"112,373,513,619"
2017,41600214,1,6,1,1,24,1,1,"346,541"
2017,41600214,2,3,2,2,23,2,4,"184,233,359,494,584"
2017,41600214,3,6,2,2,20,3,4,"301,436,563"
2017,41600214,4,7,4,1,15,10,1,"200,366,480,557,627,695"
2017,41600301,1,8,2,1,22,5,4,"356,546"
2017,41600301,2,7,2,0,17,12,3,"113,403,542,716"
2017,41600301,3,4,0,0,23,5,0,"219,338,616"
2017,41600301,4,5,7,1,19,13,1,"190,445,534"
2017,41600302,1,4,2,0,20,5,3,"325,458"
2017,41600302,2,10,2,0,24,8,2,"148,307,489,564"
2017,41600302,3,4,0,1,19,8,4,"297,586"
2017,41600302,4,0,0,0,22,2,3,"216,372,644"
2017,41600303,1,3,2,2,17,5,5,"277,558"
2017,41600303,2,2,2,1,18,8,4,"192,401,558,699"
2017,41600303,3,5,2,1,18,15,1,"321,413"
2017,41600303,4,3,0,2,17,8,5,"184,387,519,666,684,690,710"
2017,41600304,1,7,0,0,19,6,4,"278,463"
2017,41600304,2,2,0,3,17,2,5,"168,375,561"
2017,41600304,3,7,4,2,21,7,4,"197,546,644"
2017,41600304,4,11,0,0,17,2,1,"216,341,525,641"
2017,41600305,1,5,2,0,25,8,1,"232,482,573,604"
2017,41600305,2,3,6,2,17,13,6,"213,413,541"
2017,41600305,3,10,0,0,23,0,2,"322,548"
2017,41600305,4,0,0,0,20,3,2,"229,367,556"
2017,41600401,1,5,8,1,22,10,2,"317,570"
2017,41600401,2,3,2,6,21,3,10,"206,338,525,699"
2017,41600401,3,8,2,0,25,4,4,"134,338"
2017,41600401,4,4,0,1,18,8,4,"183,353,474"
2017,41600402,1,7,3,2,25,7,5,"253,401"
2017,41600402,2,5,0,1,25,6,2,"123,266,401,534"
2017,41600402,3,5,2,1,26,4,2,"186,378,432"
2017,41600402,4,1,0,0,24,2,0,"158,283,384,531"
2017,41600403,1,8,1,2,20,7,5,"298,372,542"
2017,41600403,2,6,2,1,21,10,4,"184,305,517"
2017,41600403,3,7,1,1,26,3,1,"149,335"
2017,41600403,4,6,2,1,23,5,2,"207,330,440,497,636,645,708"
2017,41600404,1,5,7,1,24,22,1,"158,393"
2017,41600404,2,6,3,0,22,4,3,"201,382,514"
2017,41600404,3,6,0,1,18,3,4,"45,551"
2017,41600404,4,5,0,0,23,2,3,"65,198,444,584"
2017,41600405,1,9,3,2,24,7,6,"198,433"
2017,41600405,2,6,0,0,21,3,5,"107,242,440,545"
2017,41600405,3,5,1,0,20,9,1,"247,526"
2017,41600405,4,10,0,0,23,4,2,"190,258,419,511"
2018,41700131,1,3,2,2,20,4,6,"347,517"
2018,41700131,2,7,5,0,21,7,2,"193,244"
2018,41700131,3,4,5,1,19,7,6,"52,503"
2018,41700131,4,3,2,0,18,2,2,"91,237,370,514,601"
2018,41700132,1,12,1,1,21,1,4,"78,345,552"
2018,41700132,2,4,4,0,20,7,2,"320,468"
2018,41700132,3,3,2,0,16,2,6,"325,517"
2018,41700132,4,5,6,2,16,12,3,"190,315,497,573,684,698,701"
2018,41700133,1,6,3,2,18,11,4,"397,543"
2018,41700133,2,4,0,1,21,2,2,"275,560"
2018,41700133,3,6,1,1,19,1,7,"91,336,557"
2018,41700133,4,6,2,2,19,2,3,"262,380,499,667,683,707,713"
2018,41700134,1,6,1,0,21,6,2,"324,556"
2018,41700134,2,5,6,0,18,8,4,"187,418"
2018,41700134,3,3,2,1,21,6,3,"189,376,517"
2018,41700134,4,8,0,0,18,6,2,"348,442,642,697,705,706"
2018,41700135,1,7,2,2,22,4,4,"316,444"
2018,41700135,2,4,0,0,19,4,5,"296,563"
2018,41700135,3,8,9,0,20,15,1,"189,334,471"
2018,41700135,4,5,4,3,14,4,4,"243,442,507,687,694,717"
2018,41700136,1,5,2,1,20,2,5,"218,496"
2018,41700136,2,2,3,1,18,3,3,"314,587"
2018,41700136,3,9,0,2,21,2,3,"80,150,370,528"
2018,41700136,4,0,0,0,20,9,3,"266,471,595"
2018,41700137,1,5,3,0,22,7,0,"257,592"
2018,41700137,2,11,1,0,26,1,1,"126,353,502"
2018,41700137,3,5,7,2,12,13,7,"169,288"
2018,41700137,4,4,4,2,14,19,4,"139,447,670,690,697,703"
2018,41700201,1,5,2,1,23,4,3,"166,402"
2018,41700201,2,3,3,0,22,8,0,"324,539"
2018,41700201,3,7,1,0,26,3,1,"254,513"
2018,41700201,4,11,0,0,20,6,1,"234,462,528,573,702,720"
2018,41700201,5,4,0,0,11,0,0,"133,284,300"
2018,41700202,1,2,3,1,21,7,2,"302,544"
2018,41700202,2,7,4,0,23,8,0,"301,430"
2018,41700202,3,10,1,0,22,2,1,"103,250,483"
2018,41700202,4,9,0,0,18,6,0,"133,291,510,566"
2018,41700203,1,4,2,0,22,6,2,"234,368,581"
2018,41700203,2,8,1,2,20,5,3,"313,492,596"
2018,41700203,3,6,1,2,22,4,4,"171,384,584"
2018,41700203,4,8,7,0,16,10,1,"228,500,663,671,712"
2018,41700204,1,3,0,0,20,2,2,"322,548,648"
2018,41700204,2,4,2,1,22,4,1,"240,368,667"
2018,41700204,3,8,6,1,19,11,4,"197,372,674"
2018,41700204,4,4,0,0,23,3,3,"262,624"
2018,41700301,1,6,2,1,22,5,1,"301,504"
2018,41700301,2,2,0,2,25,1,3,"100,395,602"
2018,41700301,3,5,4,2,18,8,2,"306,563"
2018,41700301,4,3,0,2,21,6,3,"69,291"
2018,41700302,1,13,4,2,24,4,2,"314,595"
2018,41700302,2,2,4,2,17,8,5,"365,551"
2018,41700302,3,7,0,1,22,1,2,"195,474,621"
2018,41700302,4,7,2,1,17,4,6,"46,439,612"
2018,41700303,1,6,2,0,23,4,1,"312,584"
2018,41700303,2,2,4,1,18,8,4,"328,463,586"
2018,41700303,3,4,4,1,17,12,6,"308,548"
2018,41700303,4,0,0,1,18,6,3,"311,576"
2018,41700304,1,4,3,0,20,9,4,"382,535"
2018,41700304,2,7,4,2,19,8,4,"343,462,567"
2018,41700304,3,10,6,3,18,12,6,"130,541"
2018,41700304,4,7,0,2,24,0,4,"212,359,509,631"
2018,41700305,1,6,1,2,17,3,5,"311,502"
2018,41700305,2,5,0,0,20,7,1,"306,575"
2018,41700305,3,7,3,2,20,3,5,"218,604"
2018,41700305,4,4,0,2,17,6,4,"251,371"
2018,41700306,1,8,0,0,25,0,1,"302,496"
2018,41700306,2,9,6,1,23,9,2,"331,421,594"
2018,41700306,3,5,2,1,17,10,2,"282,588"
2018,41700306,4,11,3,1,22,3,4,"328,486,620"
2018,41700307,1,8,4,2,17,7,4,"221,542"
2018,41700307,2,4,2,3,18,3,3,"313,615"
2018,41700307,3,6,0,1,17,6,2,"280,545"
2018,41700307,4,6,5,2,14,9,3,"305,493,644"
2018,41700401,1,4,4,1,20,7,3,"310,393"
2018,41700401,2,7,2,1,22,4,4,"252,335"
2018,41700401,3,10,2,1,25,4,2,"178,394,645"
2018,41700401,4,7,1,2,23,5,2,"188,443,670,684"
2018,41700401,5,4,2,0,9,2,0,119
2018,41700402,1,4,5,1,23,8,3,"226,446,616"
2018,41700402,2,7,2,1,23,7,2,"168,349,527"
2018,41700402,3,5,0,3,21,7,4,"332,568"
2018,41700402,4,4,2,0,23,4,1,"109,229,405"
2018,41700403,1,4,0,1,26,0,4,"243,502"
2018,41700403,2,10,0,2,26,0,4,"160,320"
2018,41700403,3,7,1,0,20,7,1,"107,256,561"
2018,41700403,4,7,6,1,20,10,4,"355,521,671,695"
2018,41700404,1,6,2,1,25,8,2,"157,323,413"
2018,41700404,2,4,3,2,22,8,3,"301,550,705"
2018,41700404,3,2,4,2,17,4,5,"104,250,477"
2018,41700404,4,1,2,1,23,5,1,"293,553"
2020,41900141,1,6,1,0,30,8,2,"272,519,589"
2020,41900141,2,4,4,1,23,12,3,"88,213,424"
2020,41900141,3,5,0,2,22,5,2,"358,561"
2020,41900141,4,5,2,1,22,6,2,"120,238,528,704"
2020,41900142,1,3,0,2,25,1,3,"301,552"
2020,41900142,2,4,2,2,22,3,3,"295,495"
2020,41900142,3,3,0,2,24,4,4,"152,448,616"
2020,41900142,4,1,0,0,21,2,4,"320,492"
2020,41900143,1,3,4,3,17,15,5,"227,555"
2020,41900143,2,6,8,2,18,16,7,"288,504"
2020,41900143,3,3,3,1,25,6,1,"210,445,541"
2020,41900143,4,6,2,2,18,6,4,"146,285,515,624,670"
2020,41900144,1,2,4,0,19,16,2,"174,489"
2020,41900144,2,7,0,0,26,3,2,"247,545"
2020,41900144,3,3,4,2,22,8,5,"159,332"
2020,41900144,4,0,0,0,20,3,5,"185,522"
2020,41900145,1,7,2,1,23,5,6,"336,481,610"
2020,41900145,2,6,0,0,27,1,2,"264,510"
2020,41900145,3,2,0,2,19,13,4,"143,305"
2020,41900145,4,4,2,2,19,7,5,"136,410,484"
2020,41900221,1,3,1,1,20,3,4,"306,486"
2020,41900221,2,5,1,1,21,9,4,"132,496"
2020,41900221,3,4,3,2,21,4,5,"136,555,607"
2020,41900221,4,3,0,0,21,3,2,"173,285,504"
2020,41900222,1,3,0,2,24,1,4,"326,388,505"
2020,41900222,2,7,5,1,20,7,3,"81,271"
2020,41900222,3,3,3,2,20,8,5,"93,413,515,667"
2020,41900222,4,4,2,2,19,2,3,"132,323,688"
2020,41900223,1,7,2,1,21,5,4,"266,616"
2020,41900223,2,7,6,0,16,8,6,"261,445"
2020,41900223,3,5,0,1,21,6,2,"305,440"
2020,41900223,4,4,2,0,20,4,1,"153,271,412"
2020,41900224,1,4,0,1,18,6,5,"338,576,660"
2020,41900224,2,3,1,1,26,3,3,"267,564"
2020,41900224,3,2,2,0,25,7,3,"346,537"
2020,41900224,4,8,0,2,19,0,5,"172,258,390,539,686"
2020,41900225,1,6,2,2,18,2,5,"185,366"
2020,41900225,2,5,4,2,16,10,8,"101,340,563"
2020,41900225,3,5,0,0,22,5,2,"259,572"
2020,41900225,4,2,4,0,18,12,4,"312,450"
2020,41900311,1,3,0,1,22,8,2,"304,456"
2020,41900311,2,6,4,0,21,24,2,"78,335,603"
2020,41900311,3,1,0,0,23,3,1,"319,421"
2020,41900311,4,1,0,2,17,2,6,"232,319"
2020,41900312,1,7,0,1,25,4,5,"310,450,616"
2020,41900312,2,4,1,1,18,7,8,"177,393"
2020,41900312,3,3,2,2,19,5,6,"229,310"
2020,41900312,4,6,1,2,21,3,4,"340,537,656,694,700"
2020,41900313,1,5,0,2,20,5,4,"360,574"
2020,41900313,2,2,0,3,22,6,5,"72,187,275,506"
2020,41900313,3,8,2,0,20,3,4,"86,213"
2020,41900313,4,8,0,1,21,8,3,"84,197,262,487,667"
2020,41900314,1,5,4,0,26,6,1,"311,549"
2020,41900314,2,6,0,0,23,4,3,"179,273"
2020,41900314,3,3,2,0,18,8,2,"286,505"
2020,41900314,4,4,8,0,13,17,3,"316,386,483,661,689,697"
2020,41900315,1,2,0,1,21,8,3,"306,550"
2020,41900315,2,8,4,0,17,9,2,"191,446"
2020,41900315,3,5,2,0,20,4,4,"183,374"
2020,41900315,4,10,2,1,19,8,4,"251,349,500,603"
2020,41900401,1,1,2,1,20,6,4,"315,384,532"
2020,41900401,2,5,2,1,19,4,5,"270,351,512,708"
2020,41900401,3,5,2,0,24,11,0,"179,251,356,569"
2020,41900401,4,6,0,0,21,6,3,"126,462,637"
2020,41900402,1,4,0,0,25,1,5,"266,487"
2020,41900402,2,5,2,0,22,9,3,"239,501"
2020,41900402,3,5,3,0,23,7,1,"216,484"
2020,41900402,4,11,0,0,27,0,0,"251,444,528"
2020,41900403,1,2,7,4,13,10,10,"268,537"
2020,41900403,2,5,1,0,23,6,4,"180,355,453"
2020,41900403,3,4,0,0,23,8,0,"163,552"
2020,41900403,4,5,1,4,20,5,5,"185,440,647"
2020,41900404,1,1,2,3,18,2,7,"329,550"
2020,41900404,2,7,1,2,26,1,2,"127,358,620"
2020,41900404,3,3,2,1,18,6,4,"278,379"
2020,41900404,4,5,7,0,17,12,2,"194,262,490,561,681"
2020,41900405,1,4,0,0,23,1,2,"310,421,530,672"
2020,41900405,2,7,1,0,18,5,4,"158,355,597"
2020,41900405,3,3,2,1,20,8,3,"319,479"
2020,41900405,4,7,3,3,21,7,6,"175,342,674,699,704"
2020,41900406,1,5,1,0,22,3,3,"342,518"
2020,41900406,2,3,2,0,26,8,2,"120,343,612"
2020,41900406,3,6,1,0,20,1,4,"322,470"
2020,41900406,4,6,0,1,21,2,3,"203,466,633"
2021,42000151,1,4,0,0,21,6,2,"314,462"
2021,42000151,2,2,0,2,18,11,5,"161,388"
2021,42000151,3,3,2,2,20,4,6,"240,356,526"
2021,42000151,4,4,4,1,17,7,1,"209,398"
2021,42000152,1,6,1,1,26,7,3,"310,482"
2021,42000152,2,1,0,0,21,5,3,"222,548"
2021,42000152,3,4,0,0,17,7,1,"145,394,606"
2021,42000152,4,5,0,0,16,12,0,"299,500,644,679,715"
2021,42000153,1,3,0,2,22,1,4,"15,302,568"
2021,42000153,2,3,0,2,21,6,7,"315,454"
2021,42000153,3,7,0,2,23,9,3,"93,348,464"
2021,42000153,4,6,3,1,20,14,6,"146,326,464,657"
2021,42000154,1,6,0,2,24,2,4,"310,525"
2021,42000154,2,4,0,1,22,2,3,"98,276,413"
2021,42000154,3,3,2,2,16,12,6,"45,238"
2021,42000154,4,8,5,1,19,5,2,"315,465,637"
2021,42000155,1,7,0,2,22,3,2,"310,414"
2021,42000155,2,3,0,1,17,9,5,"83,278,522"
2021,42000155,3,9,0,0,22,2,5,"223,313,609"
2021,42000155,4,0,0,0,23,7,4,"309,544"
2021,42000156,1,5,0,0,21,0,3,"204,495,663"
2021,42000156,2,4,6,2,21,8,2,"210,546"
2021,42000156,3,10,0,0,27,4,0,"205,438"
2021,42000156,4,7,0,1,22,4,2,"318,690"
2023,42200151,1,4,0,0,30,4,0,"269,559"
2023,42200151,2,6,3,2,22,7,7,"162,262,645"
2023,42200151,3,5,1,2,23,1,3,"307,547"
2023,42200151,4,1,0,1,17,4,4,"272,394,442,630,690"
2023,42200152,1,4,2,1,22,5,5,"314,549"
2023,42200152,2,5,0,0,20,10,2,"264,386"
2023,42200152,3,7,2,0,23,6,2,"234,450"
2023,42200152,4,7,0,0,20,0,3,"175,489,512,690"
2023,42200153,1,6,0,1,27,5,3,"234,434,649"
2023,42200153,2,4,0,1,21,3,4,"306,416"
2023,42200153,3,5,2,0,22,14,3,"119,194,371,555"
2023,42200153,4,5,5,1,20,5,3,"68,304,373,621"
2023,42200154,1,2,2,0,21,6,4,"314,563"
2023,42200154,2,5,0,0,23,4,3,"181,201,304,338"
2023,42200154,3,2,4,0,19,10,3,"268,531"
2023,42200154,4,6,0,0,24,4,2,"139,462,714,720"
2023,42200154,5,3,1,1,7,7,3,"187,271,287"
2023,42200155,1,5,0,1,24,2,3,"359,593"
2023,42200155,2,4,4,4,20,8,7,"264,440"
2023,42200155,3,3,2,0,23,4,1,"102,360,559"
2023,42200155,4,5,0,0,25,6,2,"163,291,476,636"
2023,42200156,1,4,0,0,23,2,3,"289,554"
2023,42200156,2,5,1,1,19,6,5,"349,455,496"
2023,42200156,3,4,2,2,27,3,3,"99,258,535"
2023,42200156,4,0,0,0,22,4,2,"138,170"
2023,42200231,1,3,2,0,22,4,3,"209,481"
2023,42200231,2,6,0,2,22,13,3,"250,556"
2023,42200231,3,5,0,1,24,6,1,"289,493"
2023,42200231,4,10,2,1,24,6,1,"193,321,403,716,718"
2023,42200232,1,8,0,0,28,0,1,"335,542"
2023,42200232,2,5,0,0,22,4,6,"163,514,550"
2023,42200232,3,5,0,0,24,5,2,"254,417,717"
2023,42200232,4,0,0,0,20,8,0,"196,496"
2023,42200233,1,0,0,0,20,6,4,"382,475"
2023,42200233,2,5,6,0,20,15,2,"193,328,508,578"
2023,42200233,3,6,2,0,17,12,4,"153,375"
2023,42200233,4,0,0,0,23,4,2,"169,207,407"
2023,42200234,1,6,0,2,23,6,3,"134,602"
2023,42200234,2,5,0,0,23,3,3,"104,443,713"
2023,42200234,3,11,1,1,23,3,3,"183,293,523"
2023,42200234,4,3,4,0,17,8,5,"92,488,705,719"
2023,42200235,1,3,2,3,20,6,4,"272,464"
2023,42200235,2,7,2,0,20,4,4,"319,607"
2023,42200235,3,4,0,1,21,3,4,"170,470,569"
2023,42200235,4,3,0,0,26,2,2,"245,325,395,453,553,576"
2023,42200236,1,5,2,1,19,12,3,"261,440"
2023,42200236,2,2,4,0,18,9,1,"213,400"
2023,42200236,3,6,0,1,24,4,1,"229,419,578"
2023,42200236,4,1,5,0,14,17,1,"105,188,392,495"
2023,42200311,1,7,0,1,25,2,2,"286,577"
2023,42200311,2,1,2,0,23,4,1,"108,298"
2023,42200311,3,4,2,0,20,7,1,"147,355"
